Country,Countrycode,Year,RegionA,RegionB,Cwbattledeaths_PRIO_UCDP,CWintensity_PRIO_UCDP,CWtype_PRIO_UCDP,OnesidedStatec_UCDP,OnesidedNonstate_UCDP,Ruleoflaw_WGI,MileduFromUS_USAID,Missing_RuleofLaw,Missing_MilitaryAid
St. Vincent and the Grenadines,VCT,2006,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.860576,0.0,0,0
St. Vincent and the Grenadines,VCT,2007,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.712445,0.1,0,0
St. Vincent and the Grenadines,VCT,2008,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.867312,0.0,0,1
Sudan,SDN,2000,SSA,SSA,2150.0,2.0,3.0,212.0,0.0,-1.45734,0.0,0,0
Sudan,SDN,2001,SSA,SSA,2834.0,2.0,3.0,42.0,140.0,0.0,0.0,1,0
Sudan,SDN,2002,SSA,SSA,2021.0,2.0,3.0,55.0,50.0,-1.24264,0.0,0,0
Sudan,SDN,2003,SSA,SSA,2375.0,2.0,6.0,1776.0,1133.0,-1.52913,0.0,0,0
Sudan,SDN,2004,SSA,SSA,603.0,2.0,5.3,2593.0,33.0,-1.51831,0.0,0,0
Sudan,SDN,2005,SSA,SSA,161.0,1.0,3.0,403.0,63.0,-1.61537,0.0,0,0
Sudan,SDN,2006,SSA,SSA,1002.0,2.0,3.0,252.0,0.0,-1.34879,0.0,0,0
Sudan,SDN,2007,SSA,SSA,217.0,1.0,3.0,88.0,0.0,-1.47114,0.1,0,0
Sudan,SDN,2008,SSA,SSA,1000.0,1.0,3.0,0.0,0.0,-1.4997,0.0,0,1
Suriname,SUR,2000,LAC,LAC,0.0,0.0,0.0,0.0,0.0,-0.155212,0.1,0,0
Suriname,SUR,2001,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,0
Suriname,SUR,2002,LAC,LAC,0.0,0.0,0.0,0.0,0.0,-0.231415,0.2,0,0
Suriname,SUR,2003,LAC,LAC,0.0,0.0,0.0,0.0,0.0,-0.149071,0.2,0,0
Suriname,SUR,2004,LAC,LAC,0.0,0.0,0.0,0.0,0.0,-0.229819,0.2,0,0
Suriname,SUR,2005,LAC,LAC,0.0,0.0,0.0,0.0,0.0,-0.207379,0.1,0,0
Suriname,SUR,2006,LAC,LAC,0.0,0.0,0.0,0.0,0.0,-0.254043,0.2,0,0
Suriname,SUR,2007,LAC,LAC,0.0,0.0,0.0,0.0,0.0,-0.238173,0.1,0,0
Suriname,SUR,2008,LAC,LAC,0.0,0.0,0.0,0.0,0.0,-0.333449,0.0,0,1
Swaziland,SWZ,2000,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.634251,0.1,0,0
Swaziland,SWZ,2001,SSA,SSA,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,0
Swaziland,SWZ,2002,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.678451,0.1,0,0
Swaziland,SWZ,2003,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.875948,0.1,0,0
Swaziland,SWZ,2004,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.890419,0.1,0,0
Swaziland,SWZ,2005,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.772492,0.1,0,0
Swaziland,SWZ,2006,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.668088,0.1,0,0
Swaziland,SWZ,2007,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.706653,0.1,0,0
Swaziland,SWZ,2008,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.514693,0.0,0,1
Sweden,SWE,2000,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.7935,0.0,0,1
Sweden,SWE,2001,ECA,OECD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
Sweden,SWE,2002,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.83005,0.0,0,1
Sweden,SWE,2003,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.89277,0.0,0,1
Sweden,SWE,2004,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.88105,0.0,0,1
Sweden,SWE,2005,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.80645,0.0,0,1
Sweden,SWE,2006,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.88317,0.0,0,1
Sweden,SWE,2007,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.92964,0.0,0,1
Sweden,SWE,2008,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.90077,0.0,0,1
Switzerland,CHE,2000,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.9249,0.0,0,1
Switzerland,CHE,2001,ECA,OECD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
Switzerland,CHE,2002,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.90282,0.0,0,1
Switzerland,CHE,2003,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.94052,0.0,0,1
Switzerland,CHE,2004,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.95362,0.0,0,1
Switzerland,CHE,2005,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.93377,0.0,0,1
Switzerland,CHE,2006,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.90739,0.0,0,1
Switzerland,CHE,2007,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.97812,0.0,0,1
Switzerland,CHE,2008,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.86483,0.0,0,1
Syrian Arab Republic,SYR,2000,MNA,MNA,0.0,0.0,0.0,0.0,0.0,-0.357562,0.0,0,1
Syrian Arab Republic,SYR,2001,MNA,MNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
Syrian Arab Republic,SYR,2002,MNA,MNA,0.0,0.0,0.0,0.0,0.0,-0.38395,0.0,0,1
Syrian Arab Republic,SYR,2003,MNA,MNA,0.0,0.0,0.0,0.0,0.0,-0.429323,0.0,0,1
Syrian Arab Republic,SYR,2004,MNA,MNA,0.0,0.0,0.0,0.0,0.0,-0.319471,0.0,0,1
Syrian Arab Republic,SYR,2005,MNA,MNA,0.0,0.0,0.0,0.0,0.0,-0.448854,0.0,0,1
Syrian Arab Republic,SYR,2006,MNA,MNA,0.0,0.0,0.0,0.0,0.0,-0.67612,0.0,0,1
Syrian Arab Republic,SYR,2007,MNA,MNA,0.0,0.0,0.0,0.0,0.0,-0.554543,0.0,0,1
Syrian Arab Republic,SYR,2008,MNA,MNA,0.0,0.0,0.0,0.0,0.0,-0.539339,0.0,0,1
"Taiwan, China",TWN,2000,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.90186,0.0,0,1
"Taiwan, China",TWN,2001,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
"Taiwan, China",TWN,2002,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.854704,0.0,0,1
"Taiwan, China",TWN,2003,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.884917,0.0,0,1
"Taiwan, China",TWN,2004,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.860158,0.0,0,1
"Taiwan, China",TWN,2005,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.892632,0.0,0,1
"Taiwan, China",TWN,2006,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.710087,0.0,0,1
"Taiwan, China",TWN,2007,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.692426,0.0,0,1
"Taiwan, China",TWN,2008,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.76569,0.0,0,1
Tajikistan,TJK,2000,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-1.40421,0.0,0,0
Tajikistan,TJK,2001,ECA,ECA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
Tajikistan,TJK,2002,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-1.21915,0.3,0,0
Tajikistan,TJK,2003,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-1.01162,0.4,0,0
Tajikistan,TJK,2004,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-1.06456,0.4,0,0
Tajikistan,TJK,2005,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-0.92912,0.4,0,0
Tajikistan,TJK,2006,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-0.992617,0.3,0,0
Tajikistan,TJK,2007,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-1.03169,0.4,0,0
Tajikistan,TJK,2008,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-1.11808,0.0,0,1
Tanzania,TZA,2000,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.415166,0.2,0,0
Tanzania,TZA,2001,SSA,SSA,0.0,0.0,0.0,35.0,0.0,0.0,0.2,1,0
Tanzania,TZA,2002,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.459533,0.3,0,0
Tanzania,TZA,2003,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.377044,0.2,0,0
Tanzania,TZA,2004,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.398739,0.0,0,0
Tanzania,TZA,2005,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.36596,0.0,0,0
Tanzania,TZA,2006,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.4598,0.0,0,0
Tanzania,TZA,2007,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.32907,0.1,0,0
Tanzania,TZA,2008,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.276083,0.0,0,1
Thailand,THA,2000,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.494972,2.1,0,0
Thailand,THA,2001,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1,0
Thailand,THA,2002,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.251937,2.0,0,0
Thailand,THA,2003,EAP,EAP,27.0,1.0,3.0,76.0,0.0,0.073489,2.0,0,0
Thailand,THA,2004,EAP,EAP,500.0,1.0,3.0,116.0,146.0,0.05386,2.8,0,0
Thailand,THA,2005,EAP,EAP,580.0,1.0,3.0,0.0,287.0,0.11373,2.6,0,0
Thailand,THA,2006,EAP,EAP,278.0,1.0,3.0,0.0,326.0,0.004511,2.4,0,0
Thailand,THA,2007,EAP,EAP,452.0,1.0,3.0,0.0,320.0,-0.071632,0.0,0,0
Thailand,THA,2008,EAP,EAP,230.0,1.0,3.0,0.0,0.0,-0.030533,0.0,0,1
Timor-Leste,TMP,2000,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
Timor-Leste,TMP,2001,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
Timor-Leste,TMP,2002,EAP,EAP,0.0,0.0,0.0,0.0,0.0,-1.16677,0.0,0,0
Timor-Leste,TMP,2003,EAP,EAP,0.0,0.0,0.0,0.0,0.0,-0.738642,0.1,0,0
Timor-Leste,TMP,2004,EAP,EAP,0.0,0.0,0.0,0.0,0.0,-0.834291,0.2,0,0
Timor-Leste,TMP,2005,EAP,EAP,0.0,0.0,0.0,0.0,0.0,-0.575914,0.3,0,0
Timor-Leste,TMP,2006,EAP,EAP,0.0,0.0,0.0,0.0,0.0,-1.18455,0.2,0,0
Timor-Leste,TMP,2007,EAP,EAP,0.0,0.0,0.0,0.0,0.0,-1.30347,0.3,0,0
Timor-Leste,TMP,2008,EAP,EAP,0.0,0.0,0.0,0.0,0.0,-1.15072,0.0,0,1
Togo,TGO,2000,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.655768,0.0,0,0
Togo,TGO,2001,SSA,SSA,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,0
Togo,TGO,2002,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.725725,0.1,0,0
Togo,TGO,2003,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.984912,0.1,0,0
Togo,TGO,2004,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-1.03997,0.2,0,0
Togo,TGO,2005,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-1.09472,0.0,0,0
Togo,TGO,2006,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-1.0118,0.0,0,0
Togo,TGO,2007,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.938061,0.1,0,0
Togo,TGO,2008,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.795892,0.0,0,1
Tonga,TON,2000,EAP,EAP,0.0,0.0,0.0,0.0,0.0,-0.062943,0.1,0,0
Tonga,TON,2001,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,0
Tonga,TON,2002,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.011292,0.1,0,0
Tonga,TON,2003,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.075208,0.1,0,0
Tonga,TON,2004,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.200773,0.1,0,0
Tonga,TON,2005,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.549795,0.1,0,0
Tonga,TON,2006,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.586128,0.1,0,0
Tonga,TON,2007,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.476156,0.1,0,0
Tonga,TON,2008,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.133821,0.0,0,1
Trinidad and Tobago,TTO,2000,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.362517,0.2,0,0
Trinidad and Tobago,TTO,2001,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,0
Trinidad and Tobago,TTO,2002,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.293439,0.2,0,0
Trinidad and Tobago,TTO,2003,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.126281,0.2,0,0
Trinidad and Tobago,TTO,2004,LAC,LAC,0.0,0.0,0.0,0.0,0.0,-0.080293,0.0,0,0
Trinidad and Tobago,TTO,2005,LAC,LAC,0.0,0.0,0.0,0.0,0.0,-0.116159,0.0,0,0
Trinidad and Tobago,TTO,2006,LAC,LAC,0.0,0.0,0.0,0.0,0.0,-0.287145,0.0,0,0
Trinidad and Tobago,TTO,2007,LAC,LAC,0.0,0.0,0.0,0.0,0.0,-0.198121,0.0,0,0
Trinidad and Tobago,TTO,2008,LAC,LAC,0.0,0.0,0.0,0.0,0.0,-0.251608,0.0,0,1
Tunisia,TUN,2000,MNA,MNA,0.0,0.0,0.0,0.0,0.0,-0.012735,1.1,0,0
Tunisia,TUN,2001,MNA,MNA,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0
Tunisia,TUN,2002,MNA,MNA,0.0,0.0,0.0,0.0,0.0,0.109136,1.2,0,0
Tunisia,TUN,2003,MNA,MNA,0.0,0.0,0.0,0.0,0.0,0.041639,1.7,0,0
Tunisia,TUN,2004,MNA,MNA,0.0,0.0,0.0,0.0,0.0,0.292441,2.1,0,0
Tunisia,TUN,2005,MNA,MNA,0.0,0.0,0.0,0.0,0.0,0.241404,2.0,0,0
Tunisia,TUN,2006,MNA,MNA,0.0,0.0,0.0,0.0,0.0,0.357593,1.9,0,0
Tunisia,TUN,2007,MNA,MNA,0.0,0.0,0.0,0.0,0.0,0.345007,1.9,0,0
Tunisia,TUN,2008,MNA,MNA,0.0,0.0,0.0,0.0,0.0,0.237111,0.0,0,1
Turkey,TUR,2000,ECA,OECD,268.0,1.0,3.0,0.0,0.0,-0.06336,1.9,0,0
Turkey,TUR,2001,ECA,OECD,132.0,1.0,3.0,0.0,0.0,0.0,2.0,1,0
Turkey,TUR,2002,ECA,OECD,50.0,1.0,3.0,0.0,0.0,-0.134463,3.2,0,0
Turkey,TUR,2003,ECA,OECD,83.0,1.0,3.0,0.0,62.0,0.037405,3.1,0,0
Turkey,TUR,2004,ECA,OECD,166.0,1.0,3.0,0.0,0.0,0.133631,5.5,0,0
Turkey,TUR,2005,ECA,OECD,454.0,1.0,5.3,0.0,0.0,0.105462,3.9,0,0
Turkey,TUR,2006,ECA,OECD,210.0,1.0,3.0,0.0,0.0,0.014079,3.1,0,0
Turkey,TUR,2007,ECA,OECD,424.0,1.0,3.0,0.0,0.0,-0.008842,3.5,0,0
Turkey,TUR,2008,ECA,OECD,580.0,1.0,3.0,0.0,0.0,0.091773,0.0,0,1
Turkmenistan,TKM,2000,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-1.09199,0.4,0,0
Turkmenistan,TKM,2001,ECA,ECA,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1,0
Turkmenistan,TKM,2002,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-1.16288,0.4,0,0
Turkmenistan,TKM,2003,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-1.25645,0.2,0,0
Turkmenistan,TKM,2004,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-1.40977,0.3,0,0
Turkmenistan,TKM,2005,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-1.39864,0.4,0,0
Turkmenistan,TKM,2006,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-1.37515,0.3,0,0
Turkmenistan,TKM,2007,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-1.28479,0.4,0,0
Turkmenistan,TKM,2008,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-1.29867,0.0,0,1
Uganda,UGA,2000,SSA,SSA,663.0,1.0,3.0,0.0,96.0,-0.864278,0.3,0,0
Uganda,UGA,2001,SSA,SSA,283.0,1.0,3.0,0.0,0.0,0.0,0.0,1,0
Uganda,UGA,2002,SSA,SSA,1032.0,2.0,3.0,0.0,1075.0,-0.795221,0.0,0,0
Uganda,UGA,2003,SSA,SSA,624.0,2.0,3.0,0.0,0.0,-0.685881,0.2,0,0
Uganda,UGA,2004,SSA,SSA,1624.0,2.0,3.0,0.0,0.0,-0.797634,0.4,0,0
Uganda,UGA,2005,SSA,SSA,770.0,1.0,4.0,0.0,0.0,-0.724542,0.3,0,0
Uganda,UGA,2006,SSA,SSA,292.0,1.0,3.0,0.0,0.0,-0.528352,0.3,0,0
Uganda,UGA,2007,SSA,SSA,144.0,1.0,3.0,0.0,0.0,-0.607801,0.3,0,0
Uganda,UGA,2008,SSA,SSA,0.0,0.0,0.0,0.0,0.0,-0.505799,0.0,0,1
Ukraine,UKR,2000,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-1.00808,1.6,0,0
Ukraine,UKR,2001,ECA,ECA,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1,0
Ukraine,UKR,2002,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-0.859853,1.9,0,0
Ukraine,UKR,2003,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-0.900496,1.9,0,0
Ukraine,UKR,2004,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-0.753184,2.0,0,0
Ukraine,UKR,2005,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-0.609057,2.0,0,0
Ukraine,UKR,2006,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-0.789389,1.8,0,0
Ukraine,UKR,2007,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-0.710624,1.9,0,0
Ukraine,UKR,2008,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-0.624919,0.0,0,1
United Arab Emirates,ARE,2000,MNA,MNA,0.0,0.0,0.0,0.0,0.0,0.871427,0.0,0,1
United Arab Emirates,ARE,2001,MNA,MNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
United Arab Emirates,ARE,2002,MNA,MNA,0.0,0.0,0.0,0.0,0.0,0.904063,0.0,0,1
United Arab Emirates,ARE,2003,MNA,MNA,0.0,0.0,0.0,0.0,0.0,0.847834,0.0,0,1
United Arab Emirates,ARE,2004,MNA,MNA,0.0,0.0,0.0,0.0,0.0,0.795756,0.0,0,1
United Arab Emirates,ARE,2005,MNA,MNA,0.0,0.0,0.0,0.0,0.0,0.554001,0.0,0,1
United Arab Emirates,ARE,2006,MNA,MNA,0.0,0.0,0.0,0.0,0.0,0.655291,0.0,0,1
United Arab Emirates,ARE,2007,MNA,MNA,0.0,0.0,0.0,0.0,0.0,0.597401,0.0,0,1
United Arab Emirates,ARE,2008,MNA,MNA,0.0,0.0,0.0,0.0,0.0,0.747276,0.0,0,1
United Kingdom,GBR,2000,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.68807,0.0,0,1
United Kingdom,GBR,2001,ECA,OECD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
United Kingdom,GBR,2002,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.68955,0.0,0,1
United Kingdom,GBR,2003,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.7011,0.0,0,1
United Kingdom,GBR,2004,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.66676,0.0,0,1
United Kingdom,GBR,2005,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.56242,0.0,0,1
United Kingdom,GBR,2006,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.7005,0.0,0,1
United Kingdom,GBR,2007,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.6948,0.0,0,1
United Kingdom,GBR,2008,ECA,OECD,0.0,0.0,0.0,0.0,0.0,1.68335,0.0,0,1
United States,USA,2000,NAM,OECD,0.0,0.0,0.0,0.0,0.0,1.62261,0.0,0,1
United States,USA,2001,NAM,OECD,0.0,0.0,0.0,0.0,12377.0,0.0,0.0,1,1
United States,USA,2002,NAM,OECD,0.0,0.0,0.0,0.0,877.0,1.52954,0.0,0,1
United States,USA,2003,NAM,OECD,0.0,0.0,0.0,0.0,0.0,1.55444,0.0,0,1
United States,USA,2004,NAM,OECD,0.0,0.0,0.0,0.0,320.0,1.47216,0.0,0,1
United States,USA,2005,NAM,OECD,0.0,0.0,0.0,0.0,100.0,1.51401,0.0,0,1
United States,USA,2006,NAM,OECD,0.0,0.0,0.0,0.0,191.0,1.54302,0.0,0,1
United States,USA,2007,NAM,OECD,0.0,0.0,0.0,0.0,153.0,1.55637,0.0,0,1
United States,USA,2008,NAM,OECD,0.0,0.0,0.0,0.0,182.0,1.64566,0.0,0,1
Uruguay,URY,2000,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.558499,0.4,0,0
Uruguay,URY,2001,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0
Uruguay,URY,2002,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.571438,0.5,0,0
Uruguay,URY,2003,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.557638,0.5,0,0
Uruguay,URY,2004,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.408464,0.0,0,0
Uruguay,URY,2005,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.393416,0.0,0,0
Uruguay,URY,2006,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.414047,0.0,0,0
Uruguay,URY,2007,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.486246,0.0,0,0
Uruguay,URY,2008,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.502146,0.0,0,1
Uzbekistan,UZB,2000,ECA,ECA,200.0,1.0,4.0,0.0,0.0,-1.04149,0.7,0,0
Uzbekistan,UZB,2001,ECA,ECA,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0
Uzbekistan,UZB,2002,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-1.39677,1.0,0,0
Uzbekistan,UZB,2003,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-1.28142,1.2,0,0
Uzbekistan,UZB,2004,ECA,ECA,47.0,1.0,3.0,0.0,0.0,-1.33944,0.5,0,0
Uzbekistan,UZB,2005,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-1.39051,0.0,0,0
Uzbekistan,UZB,2006,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-1.36397,0.0,0,0
Uzbekistan,UZB,2007,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-1.04719,0.0,0,0
Uzbekistan,UZB,2008,ECA,ECA,0.0,0.0,0.0,0.0,0.0,-1.18224,0.0,0,1
Vanuatu,VUT,2000,EAP,EAP,0.0,0.0,0.0,0.0,0.0,-0.217228,0.1,0,0
Vanuatu,VUT,2001,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,0
Vanuatu,VUT,2002,EAP,EAP,0.0,0.0,0.0,0.0,0.0,-0.253821,0.1,0,0
Vanuatu,VUT,2003,EAP,EAP,0.0,0.0,0.0,0.0,0.0,-0.049781,0.1,0,0
Vanuatu,VUT,2004,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.013867,0.1,0,0
Vanuatu,VUT,2005,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.522566,0.1,0,0
Vanuatu,VUT,2006,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.524541,0.1,0,0
Vanuatu,VUT,2007,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.586923,0.1,0,0
Vanuatu,VUT,2008,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.462857,0.0,0,1
"Venezuela, RB",VEN,2000,LAC,LAC,0.0,0.0,0.0,0.0,0.0,-0.796721,0.5,0,0
"Venezuela, RB",VEN,2001,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0
"Venezuela, RB",VEN,2002,LAC,LAC,0.0,0.0,0.0,0.0,0.0,-1.12343,0.6,0,0
"Venezuela, RB",VEN,2003,LAC,LAC,0.0,0.0,0.0,0.0,0.0,-1.22574,0.8,0,0
"Venezuela, RB",VEN,2004,LAC,LAC,0.0,0.0,0.0,0.0,0.0,-1.20558,0.0,0,0
"Venezuela, RB",VEN,2005,LAC,LAC,0.0,0.0,0.0,0.0,0.0,-1.26521,0.0,0,0
"Venezuela, RB",VEN,2006,LAC,LAC,0.0,0.0,0.0,0.0,0.0,-1.37561,0.0,0,0
"Venezuela, RB",VEN,2007,LAC,LAC,0.0,0.0,0.0,0.0,0.0,-1.50406,0.0,0,0
"Venezuela, RB",VEN,2008,LAC,LAC,0.0,0.0,0.0,0.0,0.0,-1.58761,0.0,0,1
Vietnam,VNM,2000,EAP,EAP,0.0,0.0,0.0,0.0,0.0,-0.427358,0.0,0,0
Vietnam,VNM,2001,EAP,EAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
Vietnam,VNM,2002,EAP,EAP,0.0,0.0,0.0,0.0,0.0,-0.542034,0.0,0,0
Vietnam,VNM,2003,EAP,EAP,0.0,0.0,0.0,0.0,0.0,-0.483864,0.0,0,0
Vietnam,VNM,2004,EAP,EAP,0.0,0.0,0.0,0.0,0.0,-0.456619,0.0,0,0
Vietnam,VNM,2005,EAP,EAP,0.0,0.0,0.0,0.0,0.0,-0.328284,0.1,0,0
Vietnam,VNM,2006,EAP,EAP,0.0,0.0,0.0,0.0,0.0,-0.444895,0.1,0,0
Vietnam,VNM,2007,EAP,EAP,0.0,0.0,0.0,0.0,0.0,-0.462991,0.3,0,0
Vietnam,VNM,2008,EAP,EAP,0.0,0.0,0.0,0.0,0.0,-0.429398,0.0,0,1
Virgin Islands (U.S.),VIR,2000,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
Virgin Islands (U.S.),VIR,2001,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
Virgin Islands (U.S.),VIR,2002,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
Virgin Islands (U.S.),VIR,2003,LAC,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
Virgin Islands (U.S.),VIR,2004,LAC,LAC,0.0,0.0,0.0,0.0,0.0,1.21082,0.0,0,1
